N20140422Q41F162V3	14:32:29	-01:51:42	40	13.333	2014-04-23T16:15:00
N20140422Q41F163V3	14:38:52	-02:50:54	40	13.333	2014-04-23T16:16:10
N20140422Q41F164V3	14:38:52	-00:52:30	40	13.333	2014-04-23T16:17:20
N20140422Q41F161V4	14:32:29	00:07:18	40	13.333	2014-04-23T16:18:30
N20140422Q41F162V4	14:32:29	-01:51:42	40	13.333	2014-04-23T16:19:40
N20140422Q41F163V4	14:38:52	-02:50:54	40	13.333	2014-04-23T16:20:50
N20140422Q41F164V4	14:38:52	-00:52:30	40	13.333	2014-04-23T16:22:00
N20140422Q41F161V5	14:32:29	00:07:18	40	13.333	2014-04-23T16:23:10
N20140422Q41F162V5	14:32:29	-01:51:42	40	13.333	2014-04-23T16:24:20
N20140422Q41F163V5	14:38:52	-02:50:54	40	13.333	2014-04-23T16:25:30
