imname	RA	DEC	EXPTIME
N20140422Q27F105V1	14:15:29	-07:53:49	40
N20140422Q27F106V1	14:15:28	-09:50:13	40
N20140422Q27F107V1	14:21:57	-10:49:25	40
N20140422Q27F108V1	14:21:56	-08:51:01	40
N20140422Q27F105V2	14:15:29	-07:53:49	40
N20140422Q27F106V2	14:15:28	-09:50:13	40
N20140422Q27F107V2	14:21:57	-10:49:25	40
N20140422Q27F108V2	14:21:56	-08:51:01	40
N20140422Q27F105V3	14:15:29	-07:53:49	40
N20140422Q27F106V3	14:15:28	-09:50:13	40
N20140422Q27F107V3	14:21:57	-10:49:25	40
N20140422Q27F108V3	14:21:56	-08:51:01	40
N20140422Q27F105V4	14:15:29	-07:53:49	40
N20140422Q27F106V4	14:15:28	-09:50:13	40
N20140422Q27F107V4	14:21:57	-10:49:25	40
N20140422Q27F108V4	14:21:56	-08:51:01	40
N20140422Q27F105V5	14:15:29	-07:53:49	40
N20140422Q27F106V5	14:15:28	-09:50:13	40
N20140422Q27F107V5	14:21:57	-10:49:25	40
N20140422Q27F108V5	14:21:56	-08:51:01	40
SLEW_QX_QY	14:21:56	-08:51:01	60
