imname	RA	DEC	EXPTIME
N20140422Q64F253V1	15:09:31	-26:17:49	40
N20140422Q64F254V1	15:09:27	-28:14:13	40
N20140422Q64F255V1	15:16:44	-29:13:25	40
N20140422Q64F256V1	15:16:40	-27:15:01	40
N20140422Q64F253V2	15:09:31	-26:17:49	40
N20140422Q64F254V2	15:09:27	-28:14:13	40
N20140422Q64F255V2	15:16:44	-29:13:25	40
N20140422Q64F256V2	15:16:40	-27:15:01	40
N20140422Q64F253V3	15:09:31	-26:17:49	40
N20140422Q64F254V3	15:09:27	-28:14:13	40
N20140422Q64F255V3	15:16:44	-29:13:25	40
N20140422Q64F256V3	15:16:40	-27:15:01	40
N20140422Q64F253V4	15:09:31	-26:17:49	40
N20140422Q64F254V4	15:09:27	-28:14:13	40
N20140422Q64F255V4	15:16:44	-29:13:25	40
N20140422Q64F256V4	15:16:40	-27:15:01	40
N20140422Q64F253V5	15:09:31	-26:17:49	40
N20140422Q64F254V5	15:09:27	-28:14:13	40
N20140422Q64F255V5	15:16:44	-29:13:25	40
N20140422Q64F256V5	15:16:40	-27:15:01	40
SLEW_QX_QY	15:16:40	-27:15:01	60
