imname	RA	DEC	EXPTIME
N20140422Q19F73V1	14:03:05	-07:53:49	40
N20140422Q19F74V1	14:03:04	-09:50:13	40
N20140422Q19F75V1	14:09:34	-10:49:25	40
N20140422Q19F76V1	14:09:32	-08:51:01	40
N20140422Q19F73V2	14:03:05	-07:53:49	40
N20140422Q19F74V2	14:03:04	-09:50:13	40
N20140422Q19F75V2	14:09:34	-10:49:25	40
N20140422Q19F76V2	14:09:32	-08:51:01	40
N20140422Q19F73V3	14:03:05	-07:53:49	40
N20140422Q19F74V3	14:03:04	-09:50:13	40
N20140422Q19F75V3	14:09:34	-10:49:25	40
N20140422Q19F76V3	14:09:32	-08:51:01	40
N20140422Q19F73V4	14:03:05	-07:53:49	40
N20140422Q19F74V4	14:03:04	-09:50:13	40
N20140422Q19F75V4	14:09:34	-10:49:25	40
N20140422Q19F76V4	14:09:32	-08:51:01	40
N20140422Q19F73V5	14:03:05	-07:53:49	40
N20140422Q19F74V5	14:03:04	-09:50:13	40
N20140422Q19F75V5	14:09:34	-10:49:25	40
N20140422Q19F76V5	14:09:32	-08:51:01	40
SLEW_QX_QY	14:09:32	-08:51:01	60
