imname	RA	DEC	EXPTIME
N20140422Q63F249V1	15:08:10	-22:36:37	40
N20140422Q63F250V1	15:08:07	-24:33:01	40
N20140422Q63F251V1	15:15:10	-25:32:13	40
N20140422Q63F252V1	15:15:07	-23:35:49	40
N20140422Q63F249V2	15:08:10	-22:36:37	40
N20140422Q63F250V2	15:08:07	-24:33:01	40
N20140422Q63F251V2	15:15:10	-25:32:13	40
N20140422Q63F252V2	15:15:07	-23:35:49	40
N20140422Q63F249V3	15:08:10	-22:36:37	40
N20140422Q63F250V3	15:08:07	-24:33:01	40
N20140422Q63F251V3	15:15:10	-25:32:13	40
N20140422Q63F252V3	15:15:07	-23:35:49	40
N20140422Q63F249V4	15:08:10	-22:36:37	40
N20140422Q63F250V4	15:08:07	-24:33:01	40
N20140422Q63F251V4	15:15:10	-25:32:13	40
N20140422Q63F252V4	15:15:07	-23:35:49	40
N20140422Q63F249V5	15:08:10	-22:36:37	40
N20140422Q63F250V5	15:08:07	-24:33:01	40
N20140422Q63F251V5	15:15:10	-25:32:13	40
N20140422Q63F252V5	15:15:07	-23:35:49	40
SLEW_QX_QY	15:15:07	-23:35:49	60
