imname	RA	DEC	EXPTIME
N20140422F5V1	13:43:38	-05:01:21	40
N20140422F6V1	13:43:38	-06:59:45	40
N20140422F7V1	13:50:04	-07:58:57	40
N20140422F8V1	13:50:03	-05:60:33	40
N20140422F5V2	13:43:38	-05:01:21	40
N20140422F6V2	13:43:38	-06:59:45	40
N20140422F7V2	13:50:04	-07:58:57	40
N20140422F8V2	13:50:03	-05:60:33	40
N20140422F5V3	13:43:38	-05:01:21	40
N20140422F6V3	13:43:38	-06:59:45	40
N20140422F7V3	13:50:04	-07:58:57	40
N20140422F8V3	13:50:03	-05:60:33	40
N20140422F5V4	13:43:38	-05:01:21	40
N20140422F6V4	13:43:38	-06:59:45	40
N20140422F7V4	13:50:04	-07:58:57	40
N20140422F8V4	13:50:03	-05:60:33	40
N20140422F5V5	13:43:38	-05:01:21	40
N20140422F6V5	13:43:38	-06:59:45	40
N20140422F7V5	13:50:04	-07:58:57	40
N20140422F8V5	13:50:03	-05:60:33	40
SLEW_QX_QY	13:50:03	-05:60:33	60
