imname	RA	DEC	EXPTIME
N20140422Q47F185V1	14:41:28	-22:36:37	40
N20140422Q47F186V1	14:41:25	-24:33:01	40
N20140422Q47F187V1	14:48:28	-25:32:13	40
N20140422Q47F188V1	14:48:24	-23:35:49	40
N20140422Q47F185V2	14:41:28	-22:36:37	40
N20140422Q47F186V2	14:41:25	-24:33:01	40
N20140422Q47F187V2	14:48:28	-25:32:13	40
N20140422Q47F188V2	14:48:24	-23:35:49	40
N20140422Q47F185V3	14:41:28	-22:36:37	40
N20140422Q47F186V3	14:41:25	-24:33:01	40
N20140422Q47F187V3	14:48:28	-25:32:13	40
N20140422Q47F188V3	14:48:24	-23:35:49	40
N20140422Q47F185V4	14:41:28	-22:36:37	40
N20140422Q47F186V4	14:41:25	-24:33:01	40
N20140422Q47F187V4	14:48:28	-25:32:13	40
N20140422Q47F188V4	14:48:24	-23:35:49	40
N20140422Q47F185V5	14:41:28	-22:36:37	40
N20140422Q47F186V5	14:41:25	-24:33:01	40
N20140422Q47F187V5	14:48:28	-25:32:13	40
N20140422Q47F188V5	14:48:24	-23:35:49	40
SLEW_QX_QY	14:48:24	-23:35:49	60
