imname	RA	DEC	EXPTIME
N20140422Q29F113V1	14:15:13	-15:14:13	40
N20140422Q29F114V1	14:15:11	-17:12:37	40
N20140422Q29F115V1	14:21:53	-18:11:49	40
N20140422Q29F116V1	14:21:51	-16:13:25	40
N20140422Q29F113V2	14:15:13	-15:14:13	40
N20140422Q29F114V2	14:15:11	-17:12:37	40
N20140422Q29F115V2	14:21:53	-18:11:49	40
N20140422Q29F116V2	14:21:51	-16:13:25	40
N20140422Q29F113V3	14:15:13	-15:14:13	40
N20140422Q29F114V3	14:15:11	-17:12:37	40
N20140422Q29F115V3	14:21:53	-18:11:49	40
N20140422Q29F116V3	14:21:51	-16:13:25	40
N20140422Q29F113V4	14:15:13	-15:14:13	40
N20140422Q29F114V4	14:15:11	-17:12:37	40
N20140422Q29F115V4	14:21:53	-18:11:49	40
N20140422Q29F116V4	14:21:51	-16:13:25	40
N20140422Q29F113V5	14:15:13	-15:14:13	40
N20140422Q29F114V5	14:15:11	-17:12:37	40
N20140422Q29F115V5	14:21:53	-18:11:49	40
N20140422Q29F116V5	14:21:51	-16:13:25	40
SLEW_QX_QY	14:21:51	-16:13:25	60
