imname	RA	DEC	EXPTIME
N20140422Q20F77V1	14:02:50	-11:33:01	40
N20140422Q20F78V1	14:02:48	-13:31:25	40
N20140422Q20F79V1	14:09:23	-14:30:37	40
N20140422Q20F80V1	14:09:21	-12:32:13	40
N20140422Q20F77V2	14:02:50	-11:33:01	40
N20140422Q20F78V2	14:02:48	-13:31:25	40
N20140422Q20F79V2	14:09:23	-14:30:37	40
N20140422Q20F80V2	14:09:21	-12:32:13	40
N20140422Q20F77V3	14:02:50	-11:33:01	40
N20140422Q20F78V3	14:02:48	-13:31:25	40
N20140422Q20F79V3	14:09:23	-14:30:37	40
N20140422Q20F80V3	14:09:21	-12:32:13	40
N20140422Q20F77V4	14:02:50	-11:33:01	40
N20140422Q20F78V4	14:02:48	-13:31:25	40
N20140422Q20F79V4	14:09:23	-14:30:37	40
N20140422Q20F80V4	14:09:21	-12:32:13	40
N20140422Q20F77V5	14:02:50	-11:33:01	40
N20140422Q20F78V5	14:02:48	-13:31:25	40
N20140422Q20F79V5	14:09:23	-14:30:37	40
N20140422Q20F80V5	14:09:21	-12:32:13	40
SLEW_QX_QY	14:09:21	-12:32:13	60
