imname	RA	DEC	EXPTIME
N20140422Q61F241V1	15:06:12	-15:14:13	40
N20140422Q61F242V1	15:06:10	-17:12:37	40
N20140422Q61F243V1	15:12:52	-18:11:49	40
N20140422Q61F244V1	15:12:50	-16:13:25	40
N20140422Q61F241V2	15:06:12	-15:14:13	40
N20140422Q61F242V2	15:06:10	-17:12:37	40
N20140422Q61F243V2	15:12:52	-18:11:49	40
N20140422Q61F244V2	15:12:50	-16:13:25	40
N20140422Q61F241V3	15:06:12	-15:14:13	40
N20140422Q61F242V3	15:06:10	-17:12:37	40
N20140422Q61F243V3	15:12:52	-18:11:49	40
N20140422Q61F244V3	15:12:50	-16:13:25	40
N20140422Q61F241V4	15:06:12	-15:14:13	40
N20140422Q61F242V4	15:06:10	-17:12:37	40
N20140422Q61F243V4	15:12:52	-18:11:49	40
N20140422Q61F244V4	15:12:50	-16:13:25	40
N20140422Q61F241V5	15:06:12	-15:14:13	40
N20140422Q61F242V5	15:06:10	-17:12:37	40
N20140422Q61F243V5	15:12:52	-18:11:49	40
N20140422Q61F244V5	15:12:50	-16:13:25	40
SLEW_QX_QY	15:12:50	-16:13:25	60
