imname	RA	DEC	EXPTIME
N20140422Q55F217V1	14:54:49	-22:36:37	40
N20140422Q55F218V1	14:54:46	-24:33:01	40
N20140422Q55F219V1	15:01:49	-25:32:13	40
N20140422Q55F220V1	15:01:46	-23:35:49	40
N20140422Q55F217V2	14:54:49	-22:36:37	40
N20140422Q55F218V2	14:54:46	-24:33:01	40
N20140422Q55F219V2	15:01:49	-25:32:13	40
N20140422Q55F220V2	15:01:46	-23:35:49	40
N20140422Q55F217V3	14:54:49	-22:36:37	40
N20140422Q55F218V3	14:54:46	-24:33:01	40
N20140422Q55F219V3	15:01:49	-25:32:13	40
N20140422Q55F220V3	15:01:46	-23:35:49	40
N20140422Q55F217V4	14:54:49	-22:36:37	40
N20140422Q55F218V4	14:54:46	-24:33:01	40
N20140422Q55F219V4	15:01:49	-25:32:13	40
N20140422Q55F220V4	15:01:46	-23:35:49	40
N20140422Q55F217V5	14:54:49	-22:36:37	40
N20140422Q55F218V5	14:54:46	-24:33:01	40
N20140422Q55F219V5	15:01:49	-25:32:13	40
N20140422Q55F220V5	15:01:46	-23:35:49	40
SLEW_QX_QY	15:01:46	-23:35:49	60
