imname	RA	DEC	EXPTIME
N20140422Q48F189V1	14:41:59	-26:17:49	40
N20140422Q48F190V1	14:41:55	-28:14:13	40
N20140422Q48F191V1	14:49:12	-29:13:25	40
N20140422Q48F192V1	14:49:08	-27:15:01	40
N20140422Q48F189V2	14:41:59	-26:17:49	40
N20140422Q48F190V2	14:41:55	-28:14:13	40
N20140422Q48F191V2	14:49:12	-29:13:25	40
N20140422Q48F192V2	14:49:08	-27:15:01	40
N20140422Q48F189V3	14:41:59	-26:17:49	40
N20140422Q48F190V3	14:41:55	-28:14:13	40
N20140422Q48F191V3	14:49:12	-29:13:25	40
N20140422Q48F192V3	14:49:08	-27:15:01	40
N20140422Q48F189V4	14:41:59	-26:17:49	40
N20140422Q48F190V4	14:41:55	-28:14:13	40
N20140422Q48F191V4	14:49:12	-29:13:25	40
N20140422Q48F192V4	14:49:08	-27:15:01	40
N20140422Q48F189V5	14:41:59	-26:17:49	40
N20140422Q48F190V5	14:41:55	-28:14:13	40
N20140422Q48F191V5	14:49:12	-29:13:25	40
N20140422Q48F192V5	14:49:08	-27:15:01	40
SLEW_QX_QY	14:49:08	-27:15:01	60
