imname	RA	DEC	EXPTIME
N20140422Q45F177V1	14:40:42	-15:14:13	40
N20140422Q45F178V1	14:40:40	-17:12:37	40
N20140422Q45F179V1	14:47:22	-18:11:49	40
N20140422Q45F180V1	14:47:20	-16:13:25	40
N20140422Q45F177V2	14:40:42	-15:14:13	40
N20140422Q45F178V2	14:40:40	-17:12:37	40
N20140422Q45F179V2	14:47:22	-18:11:49	40
N20140422Q45F180V2	14:47:20	-16:13:25	40
N20140422Q45F177V3	14:40:42	-15:14:13	40
N20140422Q45F178V3	14:40:40	-17:12:37	40
N20140422Q45F179V3	14:47:22	-18:11:49	40
N20140422Q45F180V3	14:47:20	-16:13:25	40
N20140422Q45F177V4	14:40:42	-15:14:13	40
N20140422Q45F178V4	14:40:40	-17:12:37	40
N20140422Q45F179V4	14:47:22	-18:11:49	40
N20140422Q45F180V4	14:47:20	-16:13:25	40
N20140422Q45F177V5	14:40:42	-15:14:13	40
N20140422Q45F178V5	14:40:40	-17:12:37	40
N20140422Q45F179V5	14:47:22	-18:11:49	40
N20140422Q45F180V5	14:47:20	-16:13:25	40
SLEW_QX_QY	14:47:20	-16:13:25	60
