imname	RA	DEC	EXPTIME
N20140422Q35F137V1	14:27:52	-07:53:49	40
N20140422Q35F138V1	14:27:51	-09:50:13	40
N20140422Q35F139V1	14:34:20	-10:49:25	40
N20140422Q35F140V1	14:34:19	-08:51:01	40
N20140422Q35F137V2	14:27:52	-07:53:49	40
N20140422Q35F138V2	14:27:51	-09:50:13	40
N20140422Q35F139V2	14:34:20	-10:49:25	40
N20140422Q35F140V2	14:34:19	-08:51:01	40
N20140422Q35F137V3	14:27:52	-07:53:49	40
N20140422Q35F138V3	14:27:51	-09:50:13	40
N20140422Q35F139V3	14:34:20	-10:49:25	40
N20140422Q35F140V3	14:34:19	-08:51:01	40
N20140422Q35F137V4	14:27:52	-07:53:49	40
N20140422Q35F138V4	14:27:51	-09:50:13	40
N20140422Q35F139V4	14:34:20	-10:49:25	40
N20140422Q35F140V4	14:34:19	-08:51:01	40
N20140422Q35F137V5	14:27:52	-07:53:49	40
N20140422Q35F138V5	14:27:51	-09:50:13	40
N20140422Q35F139V5	14:34:20	-10:49:25	40
N20140422Q35F140V5	14:34:19	-08:51:01	40
SLEW_QX_QY	14:34:19	-08:51:01	60
