imname	RA	DEC	EXPTIME
S48F1V1	15:07:05	-52:45:35	40
S48F4V1	15:06:50	-54:42:00	40
S48F3V1	15:18:01	-55:41:12	40
S48F2V1	15:17:45	-53:44:48	40
S48F1V2	15:07:05	-52:45:35	40
S48F4V2	15:06:50	-54:42:00	40
S48F3V2	15:18:01	-55:41:12	40
S48F2V2	15:17:45	-53:44:48	40
S48F1V3	15:07:05	-52:45:35	40
S48F4V3	15:06:50	-54:42:00	40
S48F3V3	15:18:01	-55:41:12	40
S48F2V3	15:17:45	-53:44:48	40
S48F1V4	15:07:05	-52:45:35	40
S48F4V4	15:06:50	-54:42:00	40
S48F3V4	15:18:01	-55:41:12	40
S48F2V4	15:17:45	-53:44:48	40
S48F1V5	15:07:05	-52:45:35	40
S48F4V5	15:06:50	-54:42:00	40
S48F3V5	15:18:01	-55:41:12	40
S48F2V5	15:17:45	-53:44:48	40
SLEW_QX_QY	15:17:45	-53:44:48	60
