imname	RA	DEC	EXPTIME
S13F1V1	13:52:50	-40:59:11	40
S13F4V1	13:52:42	-42:57:36	40
S13F3V1	14:01:30	-43:56:47	40
S13F2V1	14:01:22	-41:58:23	40
S13F1V2	13:52:50	-40:59:11	40
S13F4V2	13:52:42	-42:57:36	40
S13F3V2	14:01:30	-43:56:47	40
S13F2V2	14:01:22	-41:58:23	40
S13F1V3	13:52:50	-40:59:11	40
S13F4V3	13:52:42	-42:57:36	40
S13F3V3	14:01:30	-43:56:47	40
S13F2V3	14:01:22	-41:58:23	40
S13F1V4	13:52:50	-40:59:11	40
S13F4V4	13:52:42	-42:57:36	40
S13F3V4	14:01:30	-43:56:47	40
S13F2V4	14:01:22	-41:58:23	40
S13F1V5	13:52:50	-40:59:11	40
S13F4V5	13:52:42	-42:57:36	40
S13F3V5	14:01:30	-43:56:47	40
S13F2V5	14:01:22	-41:58:23	40
SLEW_QX_QY	14:01:22	-41:58:23	60
