imname	RA	DEC	EXPTIME
S34F1V1	14:43:43	-29:14:48	40
S34F4V1	14:43:39	-31:11:12	40
S34F3V1	14:51:09	-32:10:24	40
S34F2V1	14:51:04	-30:12:00	40
S34F1V2	14:43:43	-29:14:48	40
S34F4V2	14:43:39	-31:11:12	40
S34F3V2	14:51:09	-32:10:24	40
S34F2V2	14:51:04	-30:12:00	40
S34F1V3	14:43:43	-29:14:48	40
S34F4V3	14:43:39	-31:11:12	40
S34F3V3	14:51:09	-32:10:24	40
S34F2V3	14:51:04	-30:12:00	40
S34F1V4	14:43:43	-29:14:48	40
S34F4V4	14:43:39	-31:11:12	40
S34F3V4	14:51:09	-32:10:24	40
S34F2V4	14:51:04	-30:12:00	40
S34F1V5	14:43:43	-29:14:48	40
S34F4V5	14:43:39	-31:11:12	40
S34F3V5	14:51:09	-32:10:24	40
S34F2V5	14:51:04	-30:12:00	40
SLEW_QX_QY	14:51:04	-30:12:00	60
