imname	RA	DEC	EXPTIME
S55F1V1	15:24:36	-48:50:47	40
S55F4V1	15:24:24	-50:47:12	40
S55F3V1	15:34:36	-51:46:24	40
S55F2V1	15:34:23	-49:48:00	40
S55F1V2	15:24:36	-48:50:47	40
S55F4V2	15:24:24	-50:47:12	40
S55F3V2	15:34:36	-51:46:24	40
S55F2V2	15:34:23	-49:48:00	40
S55F1V3	15:24:36	-48:50:47	40
S55F4V3	15:24:24	-50:47:12	40
S55F3V3	15:34:36	-51:46:24	40
S55F2V3	15:34:23	-49:48:00	40
S55F1V4	15:24:36	-48:50:47	40
S55F4V4	15:24:24	-50:47:12	40
S55F3V4	15:34:36	-51:46:24	40
S55F2V4	15:34:23	-49:48:00	40
S55F1V5	15:24:36	-48:50:47	40
S55F4V5	15:24:24	-50:47:12	40
S55F3V5	15:34:36	-51:46:24	40
S55F2V5	15:34:23	-49:48:00	40
SLEW_QX_QY	15:34:23	-49:48:00	60
