imname	RA	DEC	EXPTIME
S33F1V1	14:43:35	-25:19:59	40
S33F4V1	14:43:31	-27:16:23	40
S33F3V1	14:50:44	-28:15:35	40
S33F2V1	14:50:40	-26:17:11	40
S33F1V2	14:43:35	-25:19:59	40
S33F4V2	14:43:31	-27:16:23	40
S33F3V2	14:50:44	-28:15:35	40
S33F2V2	14:50:40	-26:17:11	40
S33F1V3	14:43:35	-25:19:59	40
S33F4V3	14:43:31	-27:16:23	40
S33F3V3	14:50:44	-28:15:35	40
S33F2V3	14:50:40	-26:17:11	40
S33F1V4	14:43:35	-25:19:59	40
S33F4V4	14:43:31	-27:16:23	40
S33F3V4	14:50:44	-28:15:35	40
S33F2V4	14:50:40	-26:17:11	40
S33F1V5	14:43:35	-25:19:59	40
S33F4V5	14:43:31	-27:16:23	40
S33F3V5	14:50:44	-28:15:35	40
S33F2V5	14:50:40	-26:17:11	40
SLEW_QX_QY	14:50:40	-26:17:11	60
