imname	RA	DEC	EXPTIME
S57F1V1	15:26:18	-25:19:59	40
S57F4V1	15:26:14	-27:16:23	40
S57F3V1	15:33:27	-28:15:35	40
S57F2V1	15:33:23	-26:17:11	40
S57F1V2	15:26:18	-25:19:59	40
S57F4V2	15:26:14	-27:16:23	40
S57F3V2	15:33:27	-28:15:35	40
S57F2V2	15:33:23	-26:17:11	40
S57F1V3	15:26:18	-25:19:59	40
S57F4V3	15:26:14	-27:16:23	40
S57F3V3	15:33:27	-28:15:35	40
S57F2V3	15:33:23	-26:17:11	40
S57F1V4	15:26:18	-25:19:59	40
S57F4V4	15:26:14	-27:16:23	40
S57F3V4	15:33:27	-28:15:35	40
S57F2V4	15:33:23	-26:17:11	40
S57F1V5	15:26:18	-25:19:59	40
S57F4V5	15:26:14	-27:16:23	40
S57F3V5	15:33:27	-28:15:35	40
S57F2V5	15:33:23	-26:17:11	40
SLEW_QX_QY	15:33:23	-26:17:11	60
