imname	RA	DEC	EXPTIME
S21F1V1	14:10:00	-40:59:11	40
S21F4V1	14:09:53	-42:57:36	40
S21F3V1	14:18:40	-43:56:47	40
S21F2V1	14:18:32	-41:58:23	40
S21F1V2	14:10:00	-40:59:11	40
S21F4V2	14:09:53	-42:57:36	40
S21F3V2	14:18:40	-43:56:47	40
S21F2V2	14:18:32	-41:58:23	40
S21F1V3	14:10:00	-40:59:11	40
S21F4V3	14:09:53	-42:57:36	40
S21F3V3	14:18:40	-43:56:47	40
S21F2V3	14:18:32	-41:58:23	40
S21F1V4	14:10:00	-40:59:11	40
S21F4V4	14:09:53	-42:57:36	40
S21F3V4	14:18:40	-43:56:47	40
S21F2V4	14:18:32	-41:58:23	40
S21F1V5	14:10:00	-40:59:11	40
S21F4V5	14:09:53	-42:57:36	40
S21F3V5	14:18:40	-43:56:47	40
S21F2V5	14:18:32	-41:58:23	40
SLEW_QX_QY	14:18:32	-41:58:23	60
