imname	RA	DEC	EXPTIME
S18F1V1	14:14:10	-29:14:48	40
S18F4V1	14:14:06	-31:11:12	40
S18F3V1	14:21:36	-32:10:24	40
S18F2V1	14:21:32	-30:12:00	40
S18F1V2	14:14:10	-29:14:48	40
S18F4V2	14:14:06	-31:11:12	40
S18F3V2	14:21:36	-32:10:24	40
S18F2V2	14:21:32	-30:12:00	40
S18F1V3	14:14:10	-29:14:48	40
S18F4V3	14:14:06	-31:11:12	40
S18F3V3	14:21:36	-32:10:24	40
S18F2V3	14:21:32	-30:12:00	40
S18F1V4	14:14:10	-29:14:48	40
S18F4V4	14:14:06	-31:11:12	40
S18F3V4	14:21:36	-32:10:24	40
S18F2V4	14:21:32	-30:12:00	40
S18F1V5	14:14:10	-29:14:48	40
S18F4V5	14:14:06	-31:11:12	40
S18F3V5	14:21:36	-32:10:24	40
S18F2V5	14:21:32	-30:12:00	40
SLEW_QX_QY	14:21:32	-30:12:00	60
