imname	RA	DEC	EXPTIME
S15F1V1	13:45:41	-48:50:47	40
S15F4V1	13:45:29	-50:47:12	40
S15F3V1	13:55:42	-51:46:24	40
S15F2V1	13:55:29	-49:48:00	40
S15F1V2	13:45:41	-48:50:47	40
S15F4V2	13:45:29	-50:47:12	40
S15F3V2	13:55:42	-51:46:24	40
S15F2V2	13:55:29	-49:48:00	40
S15F1V3	13:45:41	-48:50:47	40
S15F4V3	13:45:29	-50:47:12	40
S15F3V3	13:55:42	-51:46:24	40
S15F2V3	13:55:29	-49:48:00	40
S15F1V4	13:45:41	-48:50:47	40
S15F4V4	13:45:29	-50:47:12	40
S15F3V4	13:55:42	-51:46:24	40
S15F2V4	13:55:29	-49:48:00	40
S15F1V5	13:45:41	-48:50:47	40
S15F4V5	13:45:29	-50:47:12	40
S15F3V5	13:55:42	-51:46:24	40
S15F2V5	13:55:29	-49:48:00	40
SLEW_QX_QY	13:55:29	-49:48:00	60
