imname	RA	DEC	EXPTIME
S56F1V1	15:28:40	-52:45:35	40
S56F4V1	15:28:25	-54:42:00	40
S56F3V1	15:39:36	-55:41:12	40
S56F2V1	15:39:20	-53:44:48	40
S56F1V2	15:28:40	-52:45:35	40
S56F4V2	15:28:25	-54:42:00	40
S56F3V2	15:39:36	-55:41:12	40
S56F2V2	15:39:20	-53:44:48	40
S56F1V3	15:28:40	-52:45:35	40
S56F4V3	15:28:25	-54:42:00	40
S56F3V3	15:39:36	-55:41:12	40
S56F2V3	15:39:20	-53:44:48	40
S56F1V4	15:28:40	-52:45:35	40
S56F4V4	15:28:25	-54:42:00	40
S56F3V4	15:39:36	-55:41:12	40
S56F2V4	15:39:20	-53:44:48	40
S56F1V5	15:28:40	-52:45:35	40
S56F4V5	15:28:25	-54:42:00	40
S56F3V5	15:39:36	-55:41:12	40
S56F2V5	15:39:20	-53:44:48	40
SLEW_QX_QY	15:39:20	-53:44:48	60
