imname	RA	DEC	EXPTIME
S36F1V1	14:44:06	-37:04:23	40
S36F4V1	14:43:59	-39:02:48	40
S36F3V1	14:52:16	-40:00:00	40
S36F2V1	14:52:09	-38:03:36	40
S36F1V2	14:44:06	-37:04:23	40
S36F4V2	14:43:59	-39:02:48	40
S36F3V2	14:52:16	-40:00:00	40
S36F2V2	14:52:09	-38:03:36	40
S36F1V3	14:44:06	-37:04:23	40
S36F4V3	14:43:59	-39:02:48	40
S36F3V3	14:52:16	-40:00:00	40
S36F2V3	14:52:09	-38:03:36	40
S36F1V4	14:44:06	-37:04:23	40
S36F4V4	14:43:59	-39:02:48	40
S36F3V4	14:52:16	-40:00:00	40
S36F2V4	14:52:09	-38:03:36	40
S36F1V5	14:44:06	-37:04:23	40
S36F4V5	14:43:59	-39:02:48	40
S36F3V5	14:52:16	-40:00:00	40
S36F2V5	14:52:09	-38:03:36	40
SLEW_QX_QY	14:52:09	-38:03:36	60
