imname	RA	DEC	EXPTIME
S26F1V1	14:28:57	-29:14:48	40
S26F4V1	14:28:52	-31:11:12	40
S26F3V1	14:36:23	-32:10:24	40
S26F2V1	14:36:18	-30:12:00	40
S26F1V2	14:28:57	-29:14:48	40
S26F4V2	14:28:52	-31:11:12	40
S26F3V2	14:36:23	-32:10:24	40
S26F2V2	14:36:18	-30:12:00	40
S26F1V3	14:28:57	-29:14:48	40
S26F4V3	14:28:52	-31:11:12	40
S26F3V3	14:36:23	-32:10:24	40
S26F2V3	14:36:18	-30:12:00	40
S26F1V4	14:28:57	-29:14:48	40
S26F4V4	14:28:52	-31:11:12	40
S26F3V4	14:36:23	-32:10:24	40
S26F2V4	14:36:18	-30:12:00	40
S26F1V5	14:28:57	-29:14:48	40
S26F4V5	14:28:52	-31:11:12	40
S26F3V5	14:36:23	-32:10:24	40
S26F2V5	14:36:18	-30:12:00	40
SLEW_QX_QY	14:36:18	-30:12:00	60
