imname	RA	DEC	EXPTIME
S31F1V1	14:25:15	-48:50:47	40
S31F4V1	14:25:03	-50:47:12	40
S31F3V1	14:35:15	-51:46:24	40
S31F2V1	14:35:03	-49:48:00	40
S31F1V2	14:25:15	-48:50:47	40
S31F4V2	14:25:03	-50:47:12	40
S31F3V2	14:35:15	-51:46:24	40
S31F2V2	14:35:03	-49:48:00	40
S31F1V3	14:25:15	-48:50:47	40
S31F4V3	14:25:03	-50:47:12	40
S31F3V3	14:35:15	-51:46:24	40
S31F2V3	14:35:03	-49:48:00	40
S31F1V4	14:25:15	-48:50:47	40
S31F4V4	14:25:03	-50:47:12	40
S31F3V4	14:35:15	-51:46:24	40
S31F2V4	14:35:03	-49:48:00	40
S31F1V5	14:25:15	-48:50:47	40
S31F4V5	14:25:03	-50:47:12	40
S31F3V5	14:35:15	-51:46:24	40
S31F2V5	14:35:03	-49:48:00	40
SLEW_QX_QY	14:35:03	-49:48:00	60
