imname	RA	DEC	EXPTIME
S47F1V1	15:04:49	-48:50:47	40
S47F4V1	15:04:37	-50:47:12	40
S47F3V1	15:14:49	-51:46:24	40
S47F2V1	15:14:37	-49:48:00	40
S47F1V2	15:04:49	-48:50:47	40
S47F4V2	15:04:37	-50:47:12	40
S47F3V2	15:14:49	-51:46:24	40
S47F2V2	15:14:37	-49:48:00	40
S47F1V3	15:04:49	-48:50:47	40
S47F4V3	15:04:37	-50:47:12	40
S47F3V3	15:14:49	-51:46:24	40
S47F2V3	15:14:37	-49:48:00	40
S47F1V4	15:04:49	-48:50:47	40
S47F4V4	15:04:37	-50:47:12	40
S47F3V4	15:14:49	-51:46:24	40
S47F2V4	15:14:37	-49:48:00	40
S47F1V5	15:04:49	-48:50:47	40
S47F4V5	15:04:37	-50:47:12	40
S47F3V5	15:14:49	-51:46:24	40
S47F2V5	15:14:37	-49:48:00	40
SLEW_QX_QY	15:14:37	-49:48:00	60
