imname	RA	DEC	EXPTIME
S23F1V1	14:05:28	-48:50:47	40
S23F4V1	14:05:16	-50:47:12	40
S23F3V1	14:15:29	-51:46:24	40
S23F2V1	14:15:16	-49:48:00	40
S23F1V2	14:05:28	-48:50:47	40
S23F4V2	14:05:16	-50:47:12	40
S23F3V2	14:15:29	-51:46:24	40
S23F2V2	14:15:16	-49:48:00	40
S23F1V3	14:05:28	-48:50:47	40
S23F4V3	14:05:16	-50:47:12	40
S23F3V3	14:15:29	-51:46:24	40
S23F2V3	14:15:16	-49:48:00	40
S23F1V4	14:05:28	-48:50:47	40
S23F4V4	14:05:16	-50:47:12	40
S23F3V4	14:15:29	-51:46:24	40
S23F2V4	14:15:16	-49:48:00	40
S23F1V5	14:05:28	-48:50:47	40
S23F4V5	14:05:16	-50:47:12	40
S23F3V5	14:15:29	-51:46:24	40
S23F2V5	14:15:16	-49:48:00	40
SLEW_QX_QY	14:15:16	-49:48:00	60
