imname	RA	DEC	EXPTIME
S37F1V1	14:44:21	-40:59:11	40
S37F4V1	14:44:13	-42:57:36	40
S37F3V1	14:53:00	-43:56:47	40
S37F2V1	14:52:52	-41:58:23	40
S37F1V2	14:44:21	-40:59:11	40
S37F4V2	14:44:13	-42:57:36	40
S37F3V2	14:53:00	-43:56:47	40
S37F2V2	14:52:52	-41:58:23	40
S37F1V3	14:44:21	-40:59:11	40
S37F4V3	14:44:13	-42:57:36	40
S37F3V3	14:53:00	-43:56:47	40
S37F2V3	14:52:52	-41:58:23	40
S37F1V4	14:44:21	-40:59:11	40
S37F4V4	14:44:13	-42:57:36	40
S37F3V4	14:53:00	-43:56:47	40
S37F2V4	14:52:52	-41:58:23	40
S37F1V5	14:44:21	-40:59:11	40
S37F4V5	14:44:13	-42:57:36	40
S37F3V5	14:53:00	-43:56:47	40
S37F2V5	14:52:52	-41:58:23	40
SLEW_QX_QY	14:52:52	-41:58:23	60
