imname	RA	DEC	EXPTIME
S02F1V1	13:44:38	-29:14:48	40
S02F4V1	13:44:33	-31:11:12	40
S02F3V1	13:52:03	-32:10:24	40
S02F2V1	13:51:59	-30:12:00	40
S02F1V2	13:44:38	-29:14:48	40
S02F4V2	13:44:33	-31:11:12	40
S02F3V2	13:52:03	-32:10:24	40
S02F2V2	13:51:59	-30:12:00	40
S02F1V3	13:44:38	-29:14:48	40
S02F4V3	13:44:33	-31:11:12	40
S02F3V3	13:52:03	-32:10:24	40
S02F2V3	13:51:59	-30:12:00	40
S02F1V4	13:44:38	-29:14:48	40
S02F4V4	13:44:33	-31:11:12	40
S02F3V4	13:52:03	-32:10:24	40
S02F2V4	13:51:59	-30:12:00	40
S02F1V5	13:44:38	-29:14:48	40
S02F4V5	13:44:33	-31:11:12	40
S02F3V5	13:52:03	-32:10:24	40
S02F2V5	13:51:59	-30:12:00	40
SLEW_QX_QY	13:51:59	-30:12:00	60
