imname	RA	DEC	EXPTIME
S62F1V1	15:39:41	-44:55:59	40
S62F4V1	15:39:31	-46:52:24	40
S62F3V1	15:48:56	-47:51:35	40
S62F2V1	15:48:46	-45:53:11	40
S62F1V2	15:39:41	-44:55:59	40
S62F4V2	15:39:31	-46:52:24	40
S62F3V2	15:48:56	-47:51:35	40
S62F2V2	15:48:46	-45:53:11	40
S62F1V3	15:39:41	-44:55:59	40
S62F4V3	15:39:31	-46:52:24	40
S62F3V3	15:48:56	-47:51:35	40
S62F2V3	15:48:46	-45:53:11	40
S62F1V4	15:39:41	-44:55:59	40
S62F4V4	15:39:31	-46:52:24	40
S62F3V4	15:48:56	-47:51:35	40
S62F2V4	15:48:46	-45:53:11	40
S62F1V5	15:39:41	-44:55:59	40
S62F4V5	15:39:31	-46:52:24	40
S62F3V5	15:48:56	-47:51:35	40
S62F2V5	15:48:46	-45:53:11	40
SLEW_QX_QY	15:48:46	-45:53:11	60
