imname	RA	DEC	EXPTIME
S35F1V1	14:43:53	-33:09:35	40
S35F4V1	14:43:48	-35:06:00	40
S35F3V1	14:51:39	-36:05:12	40
S35F2V1	14:51:34	-34:08:48	40
S35F1V2	14:43:53	-33:09:35	40
S35F4V2	14:43:48	-35:06:00	40
S35F3V2	14:51:39	-36:05:12	40
S35F2V2	14:51:34	-34:08:48	40
S35F1V3	14:43:53	-33:09:35	40
S35F4V3	14:43:48	-35:06:00	40
S35F3V3	14:51:39	-36:05:12	40
S35F2V3	14:51:34	-34:08:48	40
S35F1V4	14:43:53	-33:09:35	40
S35F4V4	14:43:48	-35:06:00	40
S35F3V4	14:51:39	-36:05:12	40
S35F2V4	14:51:34	-34:08:48	40
S35F1V5	14:43:53	-33:09:35	40
S35F4V5	14:43:48	-35:06:00	40
S35F3V5	14:51:39	-36:05:12	40
S35F2V5	14:51:34	-34:08:48	40
SLEW_QX_QY	14:51:34	-34:08:48	60
