imname	RA	DEC	EXPTIME
S64F1V1	15:50:14	-52:45:35	40
S64F4V1	15:49:59	-54:42:00	40
S64F3V1	16:01:10	-55:41:12	40
S64F2V1	16:00:54	-53:44:48	40
S64F1V2	15:50:14	-52:45:35	40
S64F4V2	15:49:59	-54:42:00	40
S64F3V2	16:01:10	-55:41:12	40
S64F2V2	16:00:54	-53:44:48	40
S64F1V3	15:50:14	-52:45:35	40
S64F4V3	15:49:59	-54:42:00	40
S64F3V3	16:01:10	-55:41:12	40
S64F2V3	16:00:54	-53:44:48	40
S64F1V4	15:50:14	-52:45:35	40
S64F4V4	15:49:59	-54:42:00	40
S64F3V4	16:01:10	-55:41:12	40
S64F2V4	16:00:54	-53:44:48	40
S64F1V5	15:50:14	-52:45:35	40
S64F4V5	15:49:59	-54:42:00	40
S64F3V5	16:01:10	-55:41:12	40
S64F2V5	16:00:54	-53:44:48	40
SLEW_QX_QY	16:00:54	-53:44:48	60
