imname	RA	DEC	EXPTIME
S39F1V1	14:45:02	-48:50:47	40
S39F4V1	14:44:50	-50:47:12	40
S39F3V1	14:55:02	-51:46:24	40
S39F2V1	14:54:50	-49:48:00	40
S39F1V2	14:45:02	-48:50:47	40
S39F4V2	14:44:50	-50:47:12	40
S39F3V2	14:55:02	-51:46:24	40
S39F2V2	14:54:50	-49:48:00	40
S39F1V3	14:45:02	-48:50:47	40
S39F4V3	14:44:50	-50:47:12	40
S39F3V3	14:55:02	-51:46:24	40
S39F2V3	14:54:50	-49:48:00	40
S39F1V4	14:45:02	-48:50:47	40
S39F4V4	14:44:50	-50:47:12	40
S39F3V4	14:55:02	-51:46:24	40
S39F2V4	14:54:50	-49:48:00	40
S39F1V5	14:45:02	-48:50:47	40
S39F4V5	14:44:50	-50:47:12	40
S39F3V5	14:55:02	-51:46:24	40
S39F2V5	14:54:50	-49:48:00	40
SLEW_QX_QY	14:54:50	-49:48:00	60
