imname	RA	DEC	EXPTIME
S16F1V1	13:40:47	-52:45:35	40
S16F4V1	13:40:31	-54:42:00	40
S16F3V1	13:51:43	-55:41:12	40
S16F2V1	13:51:27	-53:44:48	40
S16F1V2	13:40:47	-52:45:35	40
S16F4V2	13:40:31	-54:42:00	40
S16F3V2	13:51:43	-55:41:12	40
S16F2V2	13:51:27	-53:44:48	40
S16F1V3	13:40:47	-52:45:35	40
S16F4V3	13:40:31	-54:42:00	40
S16F3V3	13:51:43	-55:41:12	40
S16F2V3	13:51:27	-53:44:48	40
S16F1V4	13:40:47	-52:45:35	40
S16F4V4	13:40:31	-54:42:00	40
S16F3V4	13:51:43	-55:41:12	40
S16F2V4	13:51:27	-53:44:48	40
S16F1V5	13:40:47	-52:45:35	40
S16F4V5	13:40:31	-54:42:00	40
S16F3V5	13:51:43	-55:41:12	40
S16F2V5	13:51:27	-53:44:48	40
SLEW_QX_QY	13:51:27	-53:44:48	60
