imname	RA	DEC	EXPTIME
S10F1V1	13:59:24	-29:14:48	40
S10F4V1	13:59:20	-31:11:12	40
S10F3V1	14:06:50	-32:10:24	40
S10F2V1	14:06:45	-30:12:00	40
S10F1V2	13:59:24	-29:14:48	40
S10F4V2	13:59:20	-31:11:12	40
S10F3V2	14:06:50	-32:10:24	40
S10F2V2	14:06:45	-30:12:00	40
S10F1V3	13:59:24	-29:14:48	40
S10F4V3	13:59:20	-31:11:12	40
S10F3V3	14:06:50	-32:10:24	40
S10F2V3	14:06:45	-30:12:00	40
S10F1V4	13:59:24	-29:14:48	40
S10F4V4	13:59:20	-31:11:12	40
S10F3V4	14:06:50	-32:10:24	40
S10F2V4	14:06:45	-30:12:00	40
S10F1V5	13:59:24	-29:14:48	40
S10F4V5	13:59:20	-31:11:12	40
S10F3V5	14:06:50	-32:10:24	40
S10F2V5	14:06:45	-30:12:00	40
SLEW_QX_QY	14:06:45	-30:12:00	60
