imname	RA	DEC	EXPTIME
S27F1V1	14:28:28	-33:09:35	40
S27F4V1	14:28:23	-35:06:00	40
S27F3V1	14:36:14	-36:05:12	40
S27F2V1	14:36:08	-34:08:48	40
S27F1V2	14:28:28	-33:09:35	40
S27F4V2	14:28:23	-35:06:00	40
S27F3V2	14:36:14	-36:05:12	40
S27F2V2	14:36:08	-34:08:48	40
S27F1V3	14:28:28	-33:09:35	40
S27F4V3	14:28:23	-35:06:00	40
S27F3V3	14:36:14	-36:05:12	40
S27F2V3	14:36:08	-34:08:48	40
S27F1V4	14:28:28	-33:09:35	40
S27F4V4	14:28:23	-35:06:00	40
S27F3V4	14:36:14	-36:05:12	40
S27F2V4	14:36:08	-34:08:48	40
S27F1V5	14:28:28	-33:09:35	40
S27F4V5	14:28:23	-35:06:00	40
S27F3V5	14:36:14	-36:05:12	40
S27F2V5	14:36:08	-34:08:48	40
SLEW_QX_QY	14:36:08	-34:08:48	60
