imname	RA	DEC	EXPTIME
S43F1V1	14:59:19	-33:09:35	40
S43F4V1	14:59:13	-35:06:00	40
S43F3V1	15:07:05	-36:05:12	40
S43F2V1	15:06:59	-34:08:48	40
S43F1V2	14:59:19	-33:09:35	40
S43F4V2	14:59:13	-35:06:00	40
S43F3V2	15:07:05	-36:05:12	40
S43F2V2	15:06:59	-34:08:48	40
S43F1V3	14:59:19	-33:09:35	40
S43F4V3	14:59:13	-35:06:00	40
S43F3V3	15:07:05	-36:05:12	40
S43F2V3	15:06:59	-34:08:48	40
S43F1V4	14:59:19	-33:09:35	40
S43F4V4	14:59:13	-35:06:00	40
S43F3V4	15:07:05	-36:05:12	40
S43F2V4	15:06:59	-34:08:48	40
S43F1V5	14:59:19	-33:09:35	40
S43F4V5	14:59:13	-35:06:00	40
S43F3V5	15:07:05	-36:05:12	40
S43F2V5	15:06:59	-34:08:48	40
SLEW_QX_QY	15:06:59	-34:08:48	60
