imname	RA	DEC	EXPTIME
S17F1V1	14:15:06	-25:19:59	40
S17F4V1	14:15:02	-27:16:23	40
S17F3V1	14:22:15	-28:15:35	40
S17F2V1	14:22:12	-26:17:11	40
S17F1V2	14:15:06	-25:19:59	40
S17F4V2	14:15:02	-27:16:23	40
S17F3V2	14:22:15	-28:15:35	40
S17F2V2	14:22:12	-26:17:11	40
S17F1V3	14:15:06	-25:19:59	40
S17F4V3	14:15:02	-27:16:23	40
S17F3V3	14:22:15	-28:15:35	40
S17F2V3	14:22:12	-26:17:11	40
S17F1V4	14:15:06	-25:19:59	40
S17F4V4	14:15:02	-27:16:23	40
S17F3V4	14:22:15	-28:15:35	40
S17F2V4	14:22:12	-26:17:11	40
S17F1V5	14:15:06	-25:19:59	40
S17F4V5	14:15:02	-27:16:23	40
S17F3V5	14:22:15	-28:15:35	40
S17F2V5	14:22:12	-26:17:11	40
SLEW_QX_QY	14:22:12	-26:17:11	60
