imname	RA	DEC	EXPTIME
S58F1V1	15:28:02	-29:14:48	40
S58F4V1	15:27:58	-31:11:12	40
S58F3V1	15:35:28	-32:10:24	40
S58F2V1	15:35:23	-30:12:00	40
S58F1V2	15:28:02	-29:14:48	40
S58F4V2	15:27:58	-31:11:12	40
S58F3V2	15:35:28	-32:10:24	40
S58F2V2	15:35:23	-30:12:00	40
S58F1V3	15:28:02	-29:14:48	40
S58F4V3	15:27:58	-31:11:12	40
S58F3V3	15:35:28	-32:10:24	40
S58F2V3	15:35:23	-30:12:00	40
S58F1V4	15:28:02	-29:14:48	40
S58F4V4	15:27:58	-31:11:12	40
S58F3V4	15:35:28	-32:10:24	40
S58F2V4	15:35:23	-30:12:00	40
S58F1V5	15:28:02	-29:14:48	40
S58F4V5	15:27:58	-31:11:12	40
S58F3V5	15:35:28	-32:10:24	40
S58F2V5	15:35:23	-30:12:00	40
SLEW_QX_QY	15:35:23	-30:12:00	60
