imname	RA	DEC	EXPTIME
S45F1V1	15:01:31	-40:59:11	40
S45F4V1	15:01:23	-42:57:36	40
S45F3V1	15:10:11	-43:56:47	40
S45F2V1	15:10:02	-41:58:23	40
S45F1V2	15:01:31	-40:59:11	40
S45F4V2	15:01:23	-42:57:36	40
S45F3V2	15:10:11	-43:56:47	40
S45F2V2	15:10:02	-41:58:23	40
S45F1V3	15:01:31	-40:59:11	40
S45F4V3	15:01:23	-42:57:36	40
S45F3V3	15:10:11	-43:56:47	40
S45F2V3	15:10:02	-41:58:23	40
S45F1V4	15:01:31	-40:59:11	40
S45F4V4	15:01:23	-42:57:36	40
S45F3V4	15:10:11	-43:56:47	40
S45F2V4	15:10:02	-41:58:23	40
S45F1V5	15:01:31	-40:59:11	40
S45F4V5	15:01:23	-42:57:36	40
S45F3V5	15:10:11	-43:56:47	40
S45F2V5	15:10:02	-41:58:23	40
SLEW_QX_QY	15:10:02	-41:58:23	60
