imname	RA	DEC	EXPTIME
S41F1V1	14:57:49	-25:19:59	40
S41F4V1	14:57:46	-27:16:23	40
S41F3V1	15:04:58	-28:15:35	40
S41F2V1	15:04:55	-26:17:11	40
S41F1V2	14:57:49	-25:19:59	40
S41F4V2	14:57:46	-27:16:23	40
S41F3V2	15:04:58	-28:15:35	40
S41F2V2	15:04:55	-26:17:11	40
S41F1V3	14:57:49	-25:19:59	40
S41F4V3	14:57:46	-27:16:23	40
S41F3V3	15:04:58	-28:15:35	40
S41F2V3	15:04:55	-26:17:11	40
S41F1V4	14:57:49	-25:19:59	40
S41F4V4	14:57:46	-27:16:23	40
S41F3V4	15:04:58	-28:15:35	40
S41F2V4	15:04:55	-26:17:11	40
S41F1V5	14:57:49	-25:19:59	40
S41F4V5	14:57:46	-27:16:23	40
S41F3V5	15:04:58	-28:15:35	40
S41F2V5	15:04:55	-26:17:11	40
SLEW_QX_QY	15:04:55	-26:17:11	60
