imname	RA	DEC	EXPTIME
S20F1V1	14:11:40	-37:04:23	40
S20F4V1	14:11:34	-39:02:48	40
S20F3V1	14:19:50	-40:00:00	40
S20F2V1	14:19:44	-38:03:36	40
S20F1V2	14:11:40	-37:04:23	40
S20F4V2	14:11:34	-39:02:48	40
S20F3V2	14:19:50	-40:00:00	40
S20F2V2	14:19:44	-38:03:36	40
S20F1V3	14:11:40	-37:04:23	40
S20F4V3	14:11:34	-39:02:48	40
S20F3V3	14:19:50	-40:00:00	40
S20F2V3	14:19:44	-38:03:36	40
S20F1V4	14:11:40	-37:04:23	40
S20F4V4	14:11:34	-39:02:48	40
S20F3V4	14:19:50	-40:00:00	40
S20F2V4	14:19:44	-38:03:36	40
S20F1V5	14:11:40	-37:04:23	40
S20F4V5	14:11:34	-39:02:48	40
S20F3V5	14:19:50	-40:00:00	40
S20F2V5	14:19:44	-38:03:36	40
SLEW_QX_QY	14:19:44	-38:03:36	60
