imname	RA	DEC	EXPTIME
S40F1V1	14:45:30	-52:45:35	40
S40F4V1	14:45:15	-54:42:00	40
S40F3V1	14:56:27	-55:41:12	40
S40F2V1	14:56:10	-53:44:48	40
S40F1V2	14:45:30	-52:45:35	40
S40F4V2	14:45:15	-54:42:00	40
S40F3V2	14:56:27	-55:41:12	40
S40F2V2	14:56:10	-53:44:48	40
S40F1V3	14:45:30	-52:45:35	40
S40F4V3	14:45:15	-54:42:00	40
S40F3V3	14:56:27	-55:41:12	40
S40F2V3	14:56:10	-53:44:48	40
S40F1V4	14:45:30	-52:45:35	40
S40F4V4	14:45:15	-54:42:00	40
S40F3V4	14:56:27	-55:41:12	40
S40F2V4	14:56:10	-53:44:48	40
S40F1V5	14:45:30	-52:45:35	40
S40F4V5	14:45:15	-54:42:00	40
S40F3V5	14:56:27	-55:41:12	40
S40F2V5	14:56:10	-53:44:48	40
SLEW_QX_QY	14:56:10	-53:44:48	60
