imname	RA	DEC	EXPTIME
S12F1V1	13:55:28	-37:04:23	40
S12F4V1	13:55:21	-39:02:48	40
S12F3V1	14:03:38	-40:00:00	40
S12F2V1	14:03:31	-38:03:36	40
S12F1V2	13:55:28	-37:04:23	40
S12F4V2	13:55:21	-39:02:48	40
S12F3V2	14:03:38	-40:00:00	40
S12F2V2	14:03:31	-38:03:36	40
S12F1V3	13:55:28	-37:04:23	40
S12F4V3	13:55:21	-39:02:48	40
S12F3V3	14:03:38	-40:00:00	40
S12F2V3	14:03:31	-38:03:36	40
S12F1V4	13:55:28	-37:04:23	40
S12F4V4	13:55:21	-39:02:48	40
S12F3V4	14:03:38	-40:00:00	40
S12F2V4	14:03:31	-38:03:36	40
S12F1V5	13:55:28	-37:04:23	40
S12F4V5	13:55:21	-39:02:48	40
S12F3V5	14:03:38	-40:00:00	40
S12F2V5	14:03:31	-38:03:36	40
SLEW_QX_QY	14:03:31	-38:03:36	60
