imname	RA	DEC	EXPTIME
S05F1V1	13:35:40	-40:59:11	40
S05F4V1	13:35:32	-42:57:36	40
S05F3V1	13:44:20	-43:56:47	40
S05F2V1	13:44:11	-41:58:23	40
S05F1V2	13:35:40	-40:59:11	40
S05F4V2	13:35:32	-42:57:36	40
S05F3V2	13:44:20	-43:56:47	40
S05F2V2	13:44:11	-41:58:23	40
S05F1V3	13:35:40	-40:59:11	40
S05F4V3	13:35:32	-42:57:36	40
S05F3V3	13:44:20	-43:56:47	40
S05F2V3	13:44:11	-41:58:23	40
S05F1V4	13:35:40	-40:59:11	40
S05F4V4	13:35:32	-42:57:36	40
S05F3V4	13:44:20	-43:56:47	40
S05F2V4	13:44:11	-41:58:23	40
S05F1V5	13:35:40	-40:59:11	40
S05F4V5	13:35:32	-42:57:36	40
S05F3V5	13:44:20	-43:56:47	40
S05F2V5	13:44:11	-41:58:23	40
SLEW_QX_QY	13:44:11	-41:58:23	60
