imname	RA	DEC	EXPTIME
S24F1V1	14:02:21	-52:45:35	40
S24F4V1	14:02:06	-54:42:00	40
S24F3V1	14:13:17	-55:41:12	40
S24F2V1	14:13:01	-53:44:48	40
S24F1V2	14:02:21	-52:45:35	40
S24F4V2	14:02:06	-54:42:00	40
S24F3V2	14:13:17	-55:41:12	40
S24F2V2	14:13:01	-53:44:48	40
S24F1V3	14:02:21	-52:45:35	40
S24F4V3	14:02:06	-54:42:00	40
S24F3V3	14:13:17	-55:41:12	40
S24F2V3	14:13:01	-53:44:48	40
S24F1V4	14:02:21	-52:45:35	40
S24F4V4	14:02:06	-54:42:00	40
S24F3V4	14:13:17	-55:41:12	40
S24F2V4	14:13:01	-53:44:48	40
S24F1V5	14:02:21	-52:45:35	40
S24F4V5	14:02:06	-54:42:00	40
S24F3V5	14:13:17	-55:41:12	40
S24F2V5	14:13:01	-53:44:48	40
SLEW_QX_QY	14:13:01	-53:44:48	60
