imname	RA	DEC	EXPTIME
S30F1V1	14:26:19	-44:55:59	40
S30F4V1	14:26:09	-46:52:24	40
S30F3V1	14:35:35	-47:51:35	40
S30F2V1	14:35:24	-45:53:11	40
S30F1V2	14:26:19	-44:55:59	40
S30F4V2	14:26:09	-46:52:24	40
S30F3V2	14:35:35	-47:51:35	40
S30F2V2	14:35:24	-45:53:11	40
S30F1V3	14:26:19	-44:55:59	40
S30F4V3	14:26:09	-46:52:24	40
S30F3V3	14:35:35	-47:51:35	40
S30F2V3	14:35:24	-45:53:11	40
S30F1V4	14:26:19	-44:55:59	40
S30F4V4	14:26:09	-46:52:24	40
S30F3V4	14:35:35	-47:51:35	40
S30F2V4	14:35:24	-45:53:11	40
S30F1V5	14:26:19	-44:55:59	40
S30F4V5	14:26:09	-46:52:24	40
S30F3V5	14:35:35	-47:51:35	40
S30F2V5	14:35:24	-45:53:11	40
SLEW_QX_QY	14:35:24	-45:53:11	60
