imname	RA	DEC	EXPTIME
S28F1V1	14:27:53	-37:04:23	40
S28F4V1	14:27:47	-39:02:48	40
S28F3V1	14:36:03	-40:00:00	40
S28F2V1	14:35:56	-38:03:36	40
S28F1V2	14:27:53	-37:04:23	40
S28F4V2	14:27:47	-39:02:48	40
S28F3V2	14:36:03	-40:00:00	40
S28F2V2	14:35:56	-38:03:36	40
S28F1V3	14:27:53	-37:04:23	40
S28F4V3	14:27:47	-39:02:48	40
S28F3V3	14:36:03	-40:00:00	40
S28F2V3	14:35:56	-38:03:36	40
S28F1V4	14:27:53	-37:04:23	40
S28F4V4	14:27:47	-39:02:48	40
S28F3V4	14:36:03	-40:00:00	40
S28F2V4	14:35:56	-38:03:36	40
S28F1V5	14:27:53	-37:04:23	40
S28F4V5	14:27:47	-39:02:48	40
S28F3V5	14:36:03	-40:00:00	40
S28F2V5	14:35:56	-38:03:36	40
SLEW_QX_QY	14:35:56	-38:03:36	60
