imname	RA	DEC	EXPTIME
S07F1V1	13:25:55	-48:50:47	40
S07F4V1	13:25:43	-50:47:12	40
S07F3V1	13:35:55	-51:46:24	40
S07F2V1	13:35:42	-49:48:00	40
S07F1V2	13:25:55	-48:50:47	40
S07F4V2	13:25:43	-50:47:12	40
S07F3V2	13:35:55	-51:46:24	40
S07F2V2	13:35:42	-49:48:00	40
S07F1V3	13:25:55	-48:50:47	40
S07F4V3	13:25:43	-50:47:12	40
S07F3V3	13:35:55	-51:46:24	40
S07F2V3	13:35:42	-49:48:00	40
S07F1V4	13:25:55	-48:50:47	40
S07F4V4	13:25:43	-50:47:12	40
S07F3V4	13:35:55	-51:46:24	40
S07F2V4	13:35:42	-49:48:00	40
S07F1V5	13:25:55	-48:50:47	40
S07F4V5	13:25:43	-50:47:12	40
S07F3V5	13:35:55	-51:46:24	40
S07F2V5	13:35:42	-49:48:00	40
SLEW_QX_QY	13:35:42	-49:48:00	60
