imname	RA	DEC	EXPTIME
S29F1V1	14:27:11	-40:59:11	40
S29F4V1	14:27:03	-42:57:36	40
S29F3V1	14:35:50	-43:56:47	40
S29F2V1	14:35:42	-41:58:23	40
S29F1V2	14:27:11	-40:59:11	40
S29F4V2	14:27:03	-42:57:36	40
S29F3V2	14:35:50	-43:56:47	40
S29F2V2	14:35:42	-41:58:23	40
S29F1V3	14:27:11	-40:59:11	40
S29F4V3	14:27:03	-42:57:36	40
S29F3V3	14:35:50	-43:56:47	40
S29F2V3	14:35:42	-41:58:23	40
S29F1V4	14:27:11	-40:59:11	40
S29F4V4	14:27:03	-42:57:36	40
S29F3V4	14:35:50	-43:56:47	40
S29F2V4	14:35:42	-41:58:23	40
S29F1V5	14:27:11	-40:59:11	40
S29F4V5	14:27:03	-42:57:36	40
S29F3V5	14:35:50	-43:56:47	40
S29F2V5	14:35:42	-41:58:23	40
SLEW_QX_QY	14:35:42	-41:58:23	60
