imname	RA	DEC	EXPTIME
S44F1V1	15:00:19	-37:04:23	40
S44F4V1	15:00:12	-39:02:48	40
S44F3V1	15:08:29	-40:00:00	40
S44F2V1	15:08:22	-38:03:36	40
S44F1V2	15:00:19	-37:04:23	40
S44F4V2	15:00:12	-39:02:48	40
S44F3V2	15:08:29	-40:00:00	40
S44F2V2	15:08:22	-38:03:36	40
S44F1V3	15:00:19	-37:04:23	40
S44F4V3	15:00:12	-39:02:48	40
S44F3V3	15:08:29	-40:00:00	40
S44F2V3	15:08:22	-38:03:36	40
S44F1V4	15:00:19	-37:04:23	40
S44F4V4	15:00:12	-39:02:48	40
S44F3V4	15:08:29	-40:00:00	40
S44F2V4	15:08:22	-38:03:36	40
S44F1V5	15:00:19	-37:04:23	40
S44F4V5	15:00:12	-39:02:48	40
S44F3V5	15:08:29	-40:00:00	40
S44F2V5	15:08:22	-38:03:36	40
SLEW_QX_QY	15:08:22	-38:03:36	60
