imname	RA	DEC	EXPTIME
S42F1V1	14:58:30	-29:14:48	40
S42F4V1	14:58:25	-31:11:12	40
S42F3V1	15:05:55	-32:10:24	40
S42F2V1	15:05:51	-30:12:00	40
S42F1V2	14:58:30	-29:14:48	40
S42F4V2	14:58:25	-31:11:12	40
S42F3V2	15:05:55	-32:10:24	40
S42F2V2	15:05:51	-30:12:00	40
S42F1V3	14:58:30	-29:14:48	40
S42F4V3	14:58:25	-31:11:12	40
S42F3V3	15:05:55	-32:10:24	40
S42F2V3	15:05:51	-30:12:00	40
S42F1V4	14:58:30	-29:14:48	40
S42F4V4	14:58:25	-31:11:12	40
S42F3V4	15:05:55	-32:10:24	40
S42F2V4	15:05:51	-30:12:00	40
S42F1V5	14:58:30	-29:14:48	40
S42F4V5	14:58:25	-31:11:12	40
S42F3V5	15:05:55	-32:10:24	40
S42F2V5	15:05:51	-30:12:00	40
SLEW_QX_QY	15:05:51	-30:12:00	60
