imname	RA	DEC	EXPTIME
S61F1V1	15:35:52	-40:59:11	40
S61F4V1	15:35:44	-42:57:36	40
S61F3V1	15:44:31	-43:56:47	40
S61F2V1	15:44:23	-41:58:23	40
S61F1V2	15:35:52	-40:59:11	40
S61F4V2	15:35:44	-42:57:36	40
S61F3V2	15:44:31	-43:56:47	40
S61F2V2	15:44:23	-41:58:23	40
S61F1V3	15:35:52	-40:59:11	40
S61F4V3	15:35:44	-42:57:36	40
S61F3V3	15:44:31	-43:56:47	40
S61F2V3	15:44:23	-41:58:23	40
S61F1V4	15:35:52	-40:59:11	40
S61F4V4	15:35:44	-42:57:36	40
S61F3V4	15:44:31	-43:56:47	40
S61F2V4	15:44:23	-41:58:23	40
S61F1V5	15:35:52	-40:59:11	40
S61F4V5	15:35:44	-42:57:36	40
S61F3V5	15:44:31	-43:56:47	40
S61F2V5	15:44:23	-41:58:23	40
SLEW_QX_QY	15:44:23	-41:58:23	60
