imname	RA	DEC	EXPTIME
S06F1V1	13:31:18	-44:55:59	40
S06F4V1	13:31:08	-46:52:24	40
S06F3V1	13:40:33	-47:51:35	40
S06F2V1	13:40:23	-45:53:11	40
S06F1V2	13:31:18	-44:55:59	40
S06F4V2	13:31:08	-46:52:24	40
S06F3V2	13:40:33	-47:51:35	40
S06F2V2	13:40:23	-45:53:11	40
S06F1V3	13:31:18	-44:55:59	40
S06F4V3	13:31:08	-46:52:24	40
S06F3V3	13:40:33	-47:51:35	40
S06F2V3	13:40:23	-45:53:11	40
S06F1V4	13:31:18	-44:55:59	40
S06F4V4	13:31:08	-46:52:24	40
S06F3V4	13:40:33	-47:51:35	40
S06F2V4	13:40:23	-45:53:11	40
S06F1V5	13:31:18	-44:55:59	40
S06F4V5	13:31:08	-46:52:24	40
S06F3V5	13:40:33	-47:51:35	40
S06F2V5	13:40:23	-45:53:11	40
SLEW_QX_QY	13:40:23	-45:53:11	60
