imname	RA	DEC	EXPTIME
S50F1V1	15:13:16	-29:14:48	40
S50F4V1	15:13:12	-31:11:12	40
S50F3V1	15:20:42	-32:10:24	40
S50F2V1	15:20:37	-30:12:00	40
S50F1V2	15:13:16	-29:14:48	40
S50F4V2	15:13:12	-31:11:12	40
S50F3V2	15:20:42	-32:10:24	40
S50F2V2	15:20:37	-30:12:00	40
S50F1V3	15:13:16	-29:14:48	40
S50F4V3	15:13:12	-31:11:12	40
S50F3V3	15:20:42	-32:10:24	40
S50F2V3	15:20:37	-30:12:00	40
S50F1V4	15:13:16	-29:14:48	40
S50F4V4	15:13:12	-31:11:12	40
S50F3V4	15:20:42	-32:10:24	40
S50F2V4	15:20:37	-30:12:00	40
S50F1V5	15:13:16	-29:14:48	40
S50F4V5	15:13:12	-31:11:12	40
S50F3V5	15:20:42	-32:10:24	40
S50F2V5	15:20:37	-30:12:00	40
SLEW_QX_QY	15:20:37	-30:12:00	60
