imname	RA	DEC	EXPTIME
S19F1V1	14:13:03	-33:09:35	40
S19F4V1	14:12:57	-35:06:00	40
S19F3V1	14:20:48	-36:05:12	40
S19F2V1	14:20:43	-34:08:48	40
S19F1V2	14:13:03	-33:09:35	40
S19F4V2	14:12:57	-35:06:00	40
S19F3V2	14:20:48	-36:05:12	40
S19F2V2	14:20:43	-34:08:48	40
S19F1V3	14:13:03	-33:09:35	40
S19F4V3	14:12:57	-35:06:00	40
S19F3V3	14:20:48	-36:05:12	40
S19F2V3	14:20:43	-34:08:48	40
S19F1V4	14:13:03	-33:09:35	40
S19F4V4	14:12:57	-35:06:00	40
S19F3V4	14:20:48	-36:05:12	40
S19F2V4	14:20:43	-34:08:48	40
S19F1V5	14:13:03	-33:09:35	40
S19F4V5	14:12:57	-35:06:00	40
S19F3V5	14:20:48	-36:05:12	40
S19F2V5	14:20:43	-34:08:48	40
SLEW_QX_QY	14:20:43	-34:08:48	60
