imname	RA	DEC	EXPTIME
S46F1V1	15:03:00	-44:55:59	40
S46F4V1	15:02:50	-46:52:24	40
S46F3V1	15:12:15	-47:51:35	40
S46F2V1	15:12:05	-45:53:11	40
S46F1V2	15:03:00	-44:55:59	40
S46F4V2	15:02:50	-46:52:24	40
S46F3V2	15:12:15	-47:51:35	40
S46F2V2	15:12:05	-45:53:11	40
S46F1V3	15:03:00	-44:55:59	40
S46F4V3	15:02:50	-46:52:24	40
S46F3V3	15:12:15	-47:51:35	40
S46F2V3	15:12:05	-45:53:11	40
S46F1V4	15:03:00	-44:55:59	40
S46F4V4	15:02:50	-46:52:24	40
S46F3V4	15:12:15	-47:51:35	40
S46F2V4	15:12:05	-45:53:11	40
S46F1V5	15:03:00	-44:55:59	40
S46F4V5	15:02:50	-46:52:24	40
S46F3V5	15:12:15	-47:51:35	40
S46F2V5	15:12:05	-45:53:11	40
SLEW_QX_QY	15:12:05	-45:53:11	60
