imname	RA	DEC	EXPTIME
S52F1V1	15:16:31	-37:04:23	40
S52F4V1	15:16:25	-39:02:48	40
S52F3V1	15:24:41	-40:00:00	40
S52F2V1	15:24:34	-38:03:36	40
S52F1V2	15:16:31	-37:04:23	40
S52F4V2	15:16:25	-39:02:48	40
S52F3V2	15:24:41	-40:00:00	40
S52F2V2	15:24:34	-38:03:36	40
S52F1V3	15:16:31	-37:04:23	40
S52F4V3	15:16:25	-39:02:48	40
S52F3V3	15:24:41	-40:00:00	40
S52F2V3	15:24:34	-38:03:36	40
S52F1V4	15:16:31	-37:04:23	40
S52F4V4	15:16:25	-39:02:48	40
S52F3V4	15:24:41	-40:00:00	40
S52F2V4	15:24:34	-38:03:36	40
S52F1V5	15:16:31	-37:04:23	40
S52F4V5	15:16:25	-39:02:48	40
S52F3V5	15:24:41	-40:00:00	40
S52F2V5	15:24:34	-38:03:36	40
SLEW_QX_QY	15:24:34	-38:03:36	60
