imname	RA	DEC	EXPTIME
S53F1V1	15:18:41	-40:59:11	40
S53F4V1	15:18:33	-42:57:36	40
S53F3V1	15:27:21	-43:56:47	40
S53F2V1	15:27:13	-41:58:23	40
S53F1V2	15:18:41	-40:59:11	40
S53F4V2	15:18:33	-42:57:36	40
S53F3V2	15:27:21	-43:56:47	40
S53F2V2	15:27:13	-41:58:23	40
S53F1V3	15:18:41	-40:59:11	40
S53F4V3	15:18:33	-42:57:36	40
S53F3V3	15:27:21	-43:56:47	40
S53F2V3	15:27:13	-41:58:23	40
S53F1V4	15:18:41	-40:59:11	40
S53F4V4	15:18:33	-42:57:36	40
S53F3V4	15:27:21	-43:56:47	40
S53F2V4	15:27:13	-41:58:23	40
S53F1V5	15:18:41	-40:59:11	40
S53F4V5	15:18:33	-42:57:36	40
S53F3V5	15:27:21	-43:56:47	40
S53F2V5	15:27:13	-41:58:23	40
SLEW_QX_QY	15:27:13	-41:58:23	60
