imname	RA	DEC	EXPTIME
Q08F1V1	22:38:12	-08:36:42	40
Q08F4V1	22:38:11	-10:33:06	40
Q08F3V1	22:44:41	-11:32:18	40
Q08F2V1	22:44:40	-09:35:54	40
Q08F1V2	22:38:12	-08:36:42	40
Q08F4V2	22:38:11	-10:33:06	40
Q08F3V2	22:44:41	-11:32:18	40
Q08F2V2	22:44:40	-09:35:54	40
Q08F1V3	22:38:12	-08:36:42	40
Q08F4V3	22:38:11	-10:33:06	40
Q08F3V3	22:44:41	-11:32:18	40
Q08F2V3	22:44:40	-09:35:54	40
Q08F1V4	22:38:12	-08:36:42	40
Q08F4V4	22:38:11	-10:33:06	40
Q08F3V4	22:44:41	-11:32:18	40
Q08F2V4	22:44:40	-09:35:54	40
Q08F1V5	22:38:12	-08:36:42	40
Q08F4V5	22:38:11	-10:33:06	40
Q08F3V5	22:44:41	-11:32:18	40
Q08F2V5	22:44:40	-09:35:54	40
SLEW_QX_QY	22:44:40	-09:35:54	60
