imname	RA	DEC	EXPTIME
Q01F1V1	22:12:27	-04:41:54	40
Q01F4V1	22:12:26	-06:38:18	40
Q01F3V1	22:18:52	-07:37:30	40
Q01F2V1	22:18:51	-05:39:06	40
Q01F1V2	22:12:27	-04:41:54	40
Q01F4V2	22:12:26	-06:38:18	40
Q01F3V2	22:18:52	-07:37:30	40
Q01F2V2	22:18:51	-05:39:06	40
Q01F1V3	22:12:27	-04:41:54	40
Q01F4V3	22:12:26	-06:38:18	40
Q01F3V3	22:18:52	-07:37:30	40
Q01F2V3	22:18:51	-05:39:06	40
Q01F1V4	22:12:27	-04:41:54	40
Q01F4V4	22:12:26	-06:38:18	40
Q01F3V4	22:18:52	-07:37:30	40
Q01F2V4	22:18:51	-05:39:06	40
Q01F1V5	22:12:27	-04:41:54	40
Q01F4V5	22:12:26	-06:38:18	40
Q01F3V5	22:18:52	-07:37:30	40
Q01F2V5	22:18:51	-05:39:06	40
SLEW_QX_QY	22:18:51	-05:39:06	60
