imname	RA	DEC	EXPTIME
Q03F1V1	22:12:05	-12:31:30	40
Q03F4V1	22:12:03	-14:29:54	40
Q03F3V1	22:18:39	-15:27:06	40
Q03F2V1	22:18:38	-13:30:42	40
Q03F1V2	22:12:05	-12:31:30	40
Q03F4V2	22:12:03	-14:29:54	40
Q03F3V2	22:18:39	-15:27:06	40
Q03F2V2	22:18:38	-13:30:42	40
Q03F1V3	22:12:05	-12:31:30	40
Q03F4V3	22:12:03	-14:29:54	40
Q03F3V3	22:18:39	-15:27:06	40
Q03F2V3	22:18:38	-13:30:42	40
Q03F1V4	22:12:05	-12:31:30	40
Q03F4V4	22:12:03	-14:29:54	40
Q03F3V4	22:18:39	-15:27:06	40
Q03F2V4	22:18:38	-13:30:42	40
Q03F1V5	22:12:05	-12:31:30	40
Q03F4V5	22:12:03	-14:29:54	40
Q03F3V5	22:18:39	-15:27:06	40
Q03F2V5	22:18:38	-13:30:42	40
SLEW_QX_QY	22:18:38	-13:30:42	60
